match_id,innings,over,ball_in_over,bowler,w2_actual_future_wicket,w2_predicted_wicket_prob
548348,1,15,6,WD Parnell,1,0.4466792380483651
548348,2,5,6,DW Steyn,0,0.58547479697659
548348,2,8,6,JP Duminy,0,0.3307885240088069
548348,2,15,6,DW Steyn,0,0.3954789033104734
548353,1,5,6,AB Dinda,0,0.4764072092465585
548353,1,12,6,M Kartik,0,0.3184967263673355
548353,2,5,6,M de Lange,1,0.48342595319044146
548353,2,8,6,SP Narine,1,0.7094818850331545
548353,2,12,6,YK Pathan,0,0.49406837890009153
548353,2,15,6,R Bhatia,1,0.5121650644945721
548355,1,5,6,SL Malinga,1,0.6037823851893238
548355,1,8,6,RP Singh,1,0.4115840252674239
548355,2,5,6,R Ashwin,1,0.5773883239512676
548355,2,8,6,DJ Bravo,1,0.5520923006242283
548355,2,12,6,SB Jakati,0,0.5015067034915177
548357,1,5,6,JH Kallis,0,0.5872016095006113
548357,1,8,6,R Bhatia,0,0.5431779245919288
548357,1,12,6,SP Narine,1,0.5345587615829407
548357,2,5,6,UT Yadav,1,0.6071692397948024
548357,2,8,6,VR Aaron,0,0.5287914996990527
548357,2,12,6,IK Pathan,0,0.40420946001041724
548357,2,15,6,UT Yadav,0,0.12527415701066205
548363,1,5,6,SP Narine,0,0.6484815696092249
548363,1,8,6,JH Kallis,0,0.5113516738878677
548363,1,15,6,SP Narine,0,0.4494714642234535
548363,2,5,6,PP Ojha,0,0.5174387799533672
548363,2,8,6,DR Smith,1,0.4975103607178959
548363,2,12,6,DR Smith,1,0.3662896524127975
548363,2,15,6,SL Malinga,0,0.41529007820078906
548375,1,5,6,B Kumar,1,0.5823592578713128
548375,1,8,6,MJ Clarke,0,0.4683854324477677
548375,1,15,6,A Nehra,0,0.44741633098672057
548375,2,5,6,SP Narine,1,0.6945067109572947
548375,2,8,6,L Balaji,1,0.4815129865464197
548375,2,12,6,R Bhatia,1,0.6631176784120574
548377,1,5,6,DS Kulkarni,1,0.4151969241057434
548377,1,8,6,DR Smith,0,0.5481733673712861
548377,1,15,6,KA Pollard,0,0.4909337139844439
548377,2,5,6,GB Hogg,0,0.6619005633617956
548377,2,8,6,SK Trivedi,0,0.5582927673419882
598006,1,5,6,A Nehra,1,0.5985866180351086
598006,1,8,6,UT Yadav,0,0.5385667641907732
598006,1,15,6,UT Yadav,0,0.502116952205691
598006,2,5,6,SL Malinga,1,0.5760428557552767
598006,2,8,6,Harbhajan Singh,0,0.3877032767476739
598006,2,12,6,PP Ojha,1,0.4769124492163738
598006,2,15,6,SL Malinga,1,0.4795858663029617
598013,1,5,6,I Sharma,1,0.5432229920479457
598013,1,8,6,A Mishra,0,0.48801721871586895
598013,1,12,6,NLTC Perera,0,0.3557482398889983
598013,2,5,6,SMSM Senanayake,1,0.42216267935145635
598013,2,8,6,JH Kallis,1,0.5499857121350077
598013,2,12,6,L Balaji,0,0.40712270271709716
598013,2,15,6,SP Narine,0,0.4707294754645169
598019,1,5,6,SL Malinga,0,0.5606880700647185
598019,1,8,6,Harbhajan Singh,1,0.5423894008832979
598019,1,12,6,SL Malinga,0,0.35621421316380086
598019,1,15,6,PP Ojha,0,0.4626435262682796
598019,2,8,6,SK Trivedi,0,0.5706100869324234
598019,2,12,6,JP Faulkner,1,0.5770226125416789
598019,2,15,6,KK Cooper,1,0.6243398315926325
598021,1,5,6,I Sharma,1,0.6194163141026492
598021,1,8,6,KV Sharma,0,0.5510981334046077
598021,1,12,6,NLTC Perera,1,0.4869072430620025
598021,1,15,6,A Mishra,1,0.4811016857885468
598021,2,5,6,Azhar Mahmood,1,0.5327672135429221
598021,2,8,6,AD Mascarenhas,0,0.3506384833579938
598021,2,12,6,Azhar Mahmood,1,0.477639380839159
598021,2,15,6,MS Gony,0,0.44894516982957816
598054,1,5,6,UT Yadav,1,0.5965674227038765
598054,1,8,6,UT Yadav,1,0.49340442002763085
598054,1,12,6,M Morkel,0,0.379862267091981
598054,1,15,6,S Kaul,0,0.46194481138053367
598054,2,5,6,JD Unadkat,1,0.52047911705
598054,2,8,6,J Syed Mohammad,0,0.47881695785770284
598054,2,12,6,R Vinay Kumar,1,0.4776902647200539
598055,1,5,6,AN Ahmed,1,0.46543399988058276
598055,1,8,6,PP Ojha,0,0.5524115094578615
598055,1,12,6,SL Malinga,0,0.572313442231938
598055,2,5,6,KW Richardson,1,0.4882820570700442
598055,2,8,6,BAW Mendis,0,0.3182340245909822
598055,2,12,6,Yuvraj Singh,0,0.31808622978071543
598055,2,15,6,AB Dinda,0,0.38172073715533017
598060,1,5,6,Harbhajan Singh,0,0.5820093158088948
598060,1,8,6,PP Ojha,0,0.5056117321724095
598060,1,12,6,MG Johnson,0,0.39402153669792234
598060,2,5,6,I Sharma,0,0.39966294551307985
598060,2,8,6,KV Sharma,1,0.46640422706618323
598060,2,15,6,DW Steyn,0,0.421242396843437
598061,1,5,6,SMSM Senanayake,0,0.4962495357753374
598061,1,12,6,L Balaji,0,0.4832928164170445
598061,2,5,6,AD Mathews,1,0.6404867121587761
598061,2,8,6,AD Mathews,1,0.43447853662637026
598061,2,12,6,AG Murtaza,0,0.3743633960992162
